"","kingdom","phylum","class","order","family","genus","species"
"9605811e29eceab8094ad651e48738cd","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia",NA
"1265be81c1c1e67cd6f5bc837e4f7cf1","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Lechevalieria",NA
"45dbb8dc5f802dbba0caca1c09b3a659","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Lechevalieria",NA
"c4fdc4d995000556d416079a54569619","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA
"64db4f0654e8ea656237e954255c62f1","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus",NA
"b2afd951209c11359425434c4c2acde9","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"60dba46e38287382fab27213baedd2ad","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga",NA
"5c469bdb6f6ca8bda1d17ffb6cfa54f9","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"46e0c544ed4fe6c037567bd063147b95","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","uncultured Phyllobacteriaceae bacterium","unclassified"
"2186dc025945bc807f5ece238ce30e6c","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured","Ambiguous_taxa"
"e43ddfd7547d41121771187d9ed6330d","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
"93bf95b7ccca9d759d173f1ac6fbec69","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter",NA
"028e42890d4c13db028c9d2db0f079d6","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Polaromonas",NA
"183d71283f2c191c3d05b5847ad35cd3","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"c567ef112c732b5fa69e270e66f7e206","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"95d3b4bc5b9fc11ce058ec5affed7c0f","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured bacterium","unclassified","unclassified"
"f54b1f800321186da0d9cf4b06531c19","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA
"48d82e658c904ac7022139dfe7fa4275","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"3011f442e4ff29c85d0cd33a6f2d0267","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"edd9976754a9b075e5afc2284d4b66c0","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"94cc3be386d2218eacb90f7d6f90d335","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus",NA
"9b5de33a93da1f93d1c3bd4c75865cd2","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Luteibacter","Ambiguous_taxa"
"6911719d9ff3a0878b5f437b19c70771","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea",NA
"e7dd2b26002a2388453bab84610608a1","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium",NA
"dee5b9dfa0da9437c9e172f92a6ec6b6","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Lapillicoccus",NA
"c675310fa54d96b7b40021e2af014e19","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter","uncultured Acidobacteria bacterium"
"f3f59e129f167f58933ae8f0613f4dfd","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"c7379c7a62aa55ceec53292fb76e8d91","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured bacterium","unclassified","unclassified"
"a2d5e94d9448b9f63e167de6cf1d9602","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","uncultured soil bacterium","unclassified"
"74098cb311abc090549670fec9f10e96","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"7526a45d564310dbab098fdda42d3af1","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"3bb13c23d55b80d0141e46e20cfe4eca","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","uncultured Actinomycetales bacterium"
"31613044d02f52eab8f5aede8a8b64b2","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","uncultured Caldilineaceae bacterium","unclassified","unclassified"
"c03e06c209a6bc70d1ab401044855753","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"4e0e4030af9d9dbaa2236d1b9a7e55d8","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"c0efae0f339b55462afafdd06bb46776","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium lathyri"
"16118af4b9178bc8935182e67c119294","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia","Serratia fonticola"
"3a10e5f2c6b1fdf709884d11eb9460d9","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","uncultured","uncultured bacterium"
"46e1690326c02dae5fca09643a363540","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Porphyrobacter",NA
"527bc2fe6936cc0421f21e50e109de1e","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium",NA
"5c7c64da6b1c54ebc5ff4ad75f2c63ea","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter","metagenome"
"d293a01f2f906369198ecc1b99e97226","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Inquilinaceae","Inquilinus","uncultured alpha proteobacterium"
"d7fb4121de7d86f3fe8487b99ee2293c","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","Elsteraceae","uncultured",NA
"ee8416a08e0fc82d7b67a847258f2dd6","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"937cfdd187a5e516fd126d8920ecd31c","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","uncultured bacterium","unclassified"
"568f4a5abc8ccc1ce4ca1d5fce57867b","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrio","Ambiguous_taxa"
"817041bd23d34877869b2d632873d807","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",NA
"8a7a662cfd1476bab9eb561d6314313c","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"33bca217109efb465a035edf9aa49fdd","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Comamonas",NA
"2b2ed3f9c519029fdde88b5bdcb1e6aa","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium","uncultured Myxococcales bacterium"
"2fab05aef055c4bb0e1894b6e450afa7","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga",NA
"b41a0e4f6b991e1e50c4424ad69c1ed2","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus","uncultured bacterium"
"c7c4c64451a04b202b2b496f3f098298","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
"6f949a6c5c9e0a423e9c1420004ef97c","Bacteria","Firmicutes","Bacilli","Bacillales","Family XII","Exiguobacterium","Exiguobacterium undae"
"21e3ef11e29b32e9e5d3ee91cc24e815","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"6735eb52c8d71d9fcca246089c6619af","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","uncultured soil bacterium"
"2ba3ad07cca538c3c66a4cf9cbe0cd08","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured Niastella sp."
"b3966cc904b3ead3d4ea5bc3b4db5cb7","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured planctomycete","unclassified"
"f1e8f228fd7288d8e2263693c87c7a8e","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA
"c68c439c6ee651a3e28b60d571b5dd2e","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","bacterium Ellin6517","unclassified"
"57c05b5a4f5cee950dc548693bd70a1b","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured","uncultured bacterium"
"1e26f48dbfe82f9d6f18b1ce982e8aa7","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes",NA
"9f5a9941467df8ca15e4a8e17af67559","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS 17","uncultured Bacteroidetes bacterium","unclassified"
"e3fd012e359fa76131da0a3bd8db57f3","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"6df1b0e4165ff5f9a759843f13d58285","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Granulicella",NA
"0bd501e56a838f4ea57319bd8d97197e","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea",NA
"8fe5d01119eea2c111dc8b3173c6e920","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","Anaeromyxobacter",NA
"b32b8d6e4b1a5f0c24470936b170f41e","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"95cb0d7f239cdbc39303a69406494ae0","Bacteria","Elusimicrobia","Lineage IIb","uncultured soil bacterium","unclassified","unclassified","unclassified"
"554941c1e5bc597b93e737b6e2430d68","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"ea08152fddc2e8bff321bc51b9f637cc","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Occallatibacter",NA
"e7f6f52809834a4f9f6bd57e5f79f7b9","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium soldanellicola"
"919d18926453e63303d5d7d6e94a9f6f","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured Chitinophaga sp."
"e42442db1edf32cd5eb7a26751dfbb3c","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Sporichthyaceae","uncultured","uncultured bacterium"
"26067ca26b151f3ea040d7ff4781cd57","Bacteria","Acidobacteria","Holophagae","Subgroup 7","uncultured candidate division OS-K bacterium","unclassified","unclassified"
"4ce017957d773f315d2b7e2eade8afea","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"cd00ec829fe75a0cc4db2a53217127d1","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured Planctomycetales bacterium","unclassified"
"e84c2b1edf951c0ffdccc974767b511e","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"bc0b03eb2c46e7fc6a50eaa02c7ea293","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA
"7e2f0b5916482e1a269da181c91c460a","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",NA
"02edfb480386fb5c74ab8323c85b64b7","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"5617d3ac507ed0a1d8df810f369efed5","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA
"2585c2cdd3932abd9cb70aa433607107","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea",NA
"4e3601e5b42f14214b9cb6f7098a2bbc","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
"bd8f8382a809ba989ccf7e292f57541e","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa",NA
"3bdb05cc29451b9b7da92ae701ea9706","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Sorangium","Sorangium cellulosum"
"1a1d15ffd8282ea0e87bc6d43dce7142","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"12cb96db26fb6f0bc7b1255c41013339","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","uncultured",NA
"cdcc2bdfa376845d4f1ff5348a335bbf","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea",NA
"436d21fbff1c00b39469502d499c011d","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA
"1893750ba66d5df4b7a5f885854f90e9","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","uncultured bacterium"
"87720c500fc2397e8ba0e2e0360c388e","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"2d889d5d37732a8345f63416e290d60b","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"52ee672941ac2db08efbc8e358b80831","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga","Ambiguous_taxa"
"3729759ade2f3f4ab0ed452ae199f023","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter","Ambiguous_taxa"
"3ea9890a825dedc9ba117c8e82aaa3d8","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium",NA
"a0db82a7b7959b2ced64a9abaf5f21da","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter",NA
"5ce213f077af8093128505cd646b9f0f","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"3c54f2de0115433d4eee65dda65e1892","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis",NA
"c6b3dc0b31c83dc723519eb043f4b0c0","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"53ab842202e0efbde3674a422029290c","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Achromobacter",NA
"9231ee309c990bd4ca912a188b8bef09","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","uncultured",NA
"f8c57c262c65288d8efb5ec116869220","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Providencia",NA
"0bda45920385d4ec108f17eccc54b8e6","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium soldanellicola"
"c33a9abe5c564763fd261f8932bf59df","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA
"f254bbe3fe76ce228b2057083ff435b2","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia",NA
"6c6812694aaabf99b3e0131698f80e05","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"467ed9e0326775b8406b50c248d248cd","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Arcticibacter",NA
"af42ec87e07e3c21070d3fe28d6598d2","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter",NA
"d38a2d09264138333268241fce548d52","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"a1d2f8d46db509ebe4e4c2236821772e","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dyella","Ambiguous_taxa"
"b27d1e0d2a6a3aa4a804bdb44f85a0e2","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured planctomycete","unclassified"
"96e409c2e8b88797f6493ead57014d93","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","metagenome"
